Frame,Class,X,Y
50,Novaria,273,414
50,Fanny,396,571
50,Minotaur,270,474
50,Claude,107,57
50,Masha,630,609
50,Wanwan,26,95
51,Valentina,347,400
51,Lapu-Lapu,611,689
51,Chou,461,598
51,Novaria,273,414
51,Minotaur,270,474
51,Masha,630,609
51,Claude,107,57
51,Fanny,395,573
51,Wanwan,26,95
52,Valentina,347,401
52,Lapu-Lapu,610,689
52,Novaria,273,414
52,Chou,462,598
52,Claude,107,57
52,Masha,630,609
52,Minotaur,270,474
52,Fanny,393,578
52,Wanwan,27,94
53,Valentina,347,401
53,Lapu-Lapu,610,690
53,Novaria,273,414
53,Chou,461,598
53,Claude,108,58
53,Masha,631,609
53,Minotaur,271,473
53,Wanwan,28,93
53,Fanny,393,584
54,Lapu-Lapu,610,690
54,Valentina,348,401
54,Novaria,273,413
54,Chou,462,598
54,Claude,108,60
54,Masha,631,609
54,Minotaur,271,473
54,Wanwan,28,92
54,Fanny,394,591
55,Lapu-Lapu,611,690
55,Valentina,348,401
55,Chou,462,598
55,Novaria,273,412
55,Masha,631,609
55,Claude,109,60
55,Minotaur,271,471
55,Fanny,394,591
55,Wanwan,28,91
56,Lapu-Lapu,611,690
56,Valentina,348,400
56,Novaria,273,412
56,Chou,462,599
56,Masha,631,609
56,Claude,110,62
56,Minotaur,271,471
56,Fanny,395,593
56,Wanwan,28,90
57,Lapu-Lapu,612,690
57,Valentina,350,400
57,Novaria,273,413
57,Chou,462,599
57,Claude,110,64
57,Masha,631,609
57,Minotaur,271,470
57,Fanny,394,593
57,Wanwan,28,89
58,Lapu-Lapu,613,690
58,Novaria,272,413
58,Valentina,351,399
58,Chou,462,600
58,Claude,111,64
58,Minotaur,272,470
58,Fanny,396,595
58,Masha,631,609
58,Wanwan,28,89
59,Lapu-Lapu,614,690
59,Novaria,272,414
59,Valentina,352,399
59,Claude,112,65
59,Chou,462,600
59,Masha,630,609
59,Fanny,396,596
59,Minotaur,272,470
59,Wanwan,28,88
60,Lapu-Lapu,614,690
60,Novaria,273,414
60,Claude,112,66
60,Valentina,352,399
60,Chou,462,601
60,Fanny,397,597
60,Masha,630,609
60,Minotaur,273,470
60,Wanwan,28,88
61,Lapu-Lapu,614,690
61,Novaria,273,415
61,Claude,113,66
61,Valentina,354,399
61,Fanny,397,597
61,Minotaur,273,470
61,Masha,630,609
61,Chou,462,602
61,Wanwan,29,88
62,Lapu-Lapu,614,689
62,Novaria,273,415
62,Claude,113,67
62,Valentina,354,398
62,Fanny,397,598
62,Masha,630,609
62,Chou,462,603
62,Minotaur,274,470
62,Wanwan,29,88
63,Novaria,273,416
63,Lapu-Lapu,613,689
63,Claude,113,68
63,Valentina,355,398
63,Fanny,398,599
63,Chou,462,604
63,Masha,630,609
63,Minotaur,274,470
63,Wanwan,29,88
64,Novaria,273,416
64,Claude,114,69
64,Lapu-Lapu,613,689
64,Masha,630,609
64,Valentina,356,397
64,Chou,461,605
64,Fanny,398,601
64,Wanwan,29,88
64,Minotaur,274,469
65,Novaria,273,417
65,Lapu-Lapu,612,689
65,Masha,630,609
65,Claude,114,70
65,Valentina,357,397
65,Chou,461,605
65,Fanny,398,602
65,Wanwan,29,88
66,Novaria,274,420
66,Lapu-Lapu,611,689
66,Masha,630,609
66,Claude,115,72
66,Valentina,357,398
66,Chou,460,606
66,Fanny,397,602
66,Wanwan,29,89
67,Novaria,274,420
67,Lapu-Lapu,610,689
67,Masha,629,610
67,Claude,115,72
67,Valentina,357,398
67,Chou,460,606
67,Fanny,396,602
67,Wanwan,28,89
68,Lapu-Lapu,609,689
68,Novaria,275,422
68,Masha,629,611
68,Claude,117,72
68,Valentina,358,398
68,Chou,458,607
68,Fanny,396,604
68,Wanwan,28,89
69,Lapu-Lapu,608,689
69,Novaria,274,424
69,Claude,117,73
69,Valentina,359,398
69,Masha,629,612
69,Chou,457,607
69,Fanny,395,605
69,Wanwan,29,90
70,Lapu-Lapu,608,690
70,Novaria,275,425
70,Valentina,361,398
70,Masha,628,613
70,Claude,118,73
70,Chou,456,608
70,Fanny,396,606
70,Wanwan,28,89
71,Lapu-Lapu,608,690
71,Novaria,275,428
71,Valentina,361,398
71,Claude,119,73
71,Masha,628,614
71,Chou,454,607
71,Fanny,396,607
71,Wanwan,28,89
72,Lapu-Lapu,608,690
72,Valentina,361,399
72,Masha,628,615
72,Claude,118,72
72,Novaria,275,431
72,Chou,453,608
72,Wanwan,29,88
72,Fanny,396,608
73,Lapu-Lapu,609,691
73,Valentina,361,399
73,Claude,118,71
73,Masha,628,616
73,Novaria,276,432
73,Chou,453,609
73,Wanwan,29,88
73,Fanny,393,608
74,Lapu-Lapu,610,691
74,Valentina,361,399
74,Claude,116,71
74,Masha,628,617
74,Novaria,276,434
74,Chou,451,609
74,Wanwan,29,87
74,Fanny,395,610
75,Lapu-Lapu,610,691
75,Valentina,361,399
75,Claude,116,71
75,Masha,628,618
75,Novaria,276,434
75,Chou,450,609
75,Wanwan,29,87
76,Lapu-Lapu,611,691
76,Valentina,361,399
76,Claude,116,71
76,Masha,628,618
76,Chou,450,609
76,Novaria,276,435
76,Wanwan,29,87
76,Fanny,391,610
77,Lapu-Lapu,612,692
77,Valentina,361,399
77,Claude,115,72
77,Novaria,276,435
77,Chou,450,611
77,Masha,628,619
77,Wanwan,29,87
77,Fanny,390,611
78,Lapu-Lapu,612,692
78,Valentina,361,399
78,Claude,115,71
78,Chou,450,611
78,Novaria,276,435
78,Masha,628,619
78,Wanwan,29,87
79,Lapu-Lapu,612,692
79,Chou,449,612
79,Valentina,360,398
79,Novaria,277,435
79,Claude,114,73
79,Masha,628,620
79,Wanwan,31,87
79,Fanny,391,614
80,Lapu-Lapu,611,692
80,Chou,446,612
80,Valentina,360,398
80,Claude,114,74
80,Novaria,277,435
80,Masha,628,621
80,Wanwan,31,87
81,Lapu-Lapu,611,692
81,Chou,445,612
81,Claude,113,75
81,Novaria,277,435
81,Valentina,360,398
81,Masha,628,622
81,Wanwan,31,87
82,Lapu-Lapu,610,691
82,Chou,444,612
82,Claude,113,75
82,Novaria,277,435
82,Valentina,360,398
82,Masha,628,623
82,Wanwan,31,86
83,Lapu-Lapu,609,691
83,Claude,112,77
83,Novaria,278,436
83,Chou,440,614
83,Valentina,360,398
83,Masha,628,623
83,Wanwan,31,85
84,Lapu-Lapu,609,691
84,Claude,112,77
84,Novaria,278,436
84,Chou,440,614
84,Valentina,360,398
84,Masha,628,623
84,Wanwan,28,86
85,Lapu-Lapu,607,691
85,Chou,440,615
85,Claude,112,77
85,Valentina,360,398
85,Masha,628,625
85,Novaria,279,437
85,Wanwan,32,85
86,Lapu-Lapu,606,691
86,Chou,439,615
86,Claude,112,77
86,Novaria,279,438
86,Masha,628,625
86,Valentina,362,397
86,Wanwan,32,85
87,Lapu-Lapu,604,691
87,Claude,112,77
87,Chou,438,615
87,Novaria,280,440
87,Valentina,363,396
87,Masha,628,626
87,Wanwan,31,85
88,Lapu-Lapu,603,691
88,Claude,112,77
88,Chou,438,615
88,Valentina,364,396
88,Novaria,280,440
88,Masha,628,627
88,Wanwan,31,85
89,Lapu-Lapu,602,691
89,Claude,112,77
89,Valentina,365,395
89,Novaria,281,439
89,Masha,628,628
89,Chou,437,615
89,Wanwan,31,85
90,Lapu-Lapu,602,691
90,Claude,112,77
90,Valentina,366,395
90,Novaria,281,440
90,Masha,627,629
90,Chou,434,616
90,Wanwan,31,85
91,Lapu-Lapu,600,691
91,Claude,112,77
91,Chou,433,615
91,Masha,628,630
91,Valentina,366,394
91,Novaria,283,438
91,Wanwan,31,85
92,Lapu-Lapu,598,691
92,Claude,112,77
92,Chou,433,616
92,Masha,628,631
92,Novaria,284,439
92,Valentina,367,392
92,Wanwan,31,85
93,Lapu-Lapu,597,691
93,Claude,112,77
93,Chou,432,616
93,Masha,628,632
93,Novaria,285,440
93,Valentina,369,392
93,Wanwan,31,85
94,Lapu-Lapu,596,691
94,Claude,112,77
94,Chou,431,617
94,Novaria,285,442
94,Masha,628,633
94,Valentina,369,391
94,Wanwan,31,85
95,Lapu-Lapu,596,691
95,Claude,112,77
95,Chou,430,617
95,Novaria,286,443
95,Valentina,370,391
95,Masha,629,633
95,Wanwan,31,85
96,Lapu-Lapu,596,691
96,Claude,111,78
96,Chou,431,617
96,Masha,629,634
96,Novaria,286,443
96,Valentina,371,390
96,Wanwan,32,85
97,Lapu-Lapu,596,691
97,Claude,111,79
97,Chou,431,617
97,Masha,629,635
97,Novaria,287,445
97,Valentina,371,389
97,Wanwan,32,85
98,Lapu-Lapu,597,692
98,Claude,110,81
98,Chou,430,617
98,Valentina,373,388
98,Masha,630,636
98,Novaria,287,445
98,Wanwan,31,85
99,Lapu-Lapu,598,692
99,Chou,430,616
99,Claude,109,82
99,Valentina,373,387
99,Novaria,287,444
99,Masha,630,637
99,Wanwan,32,85
100,Lapu-Lapu,599,692
100,Chou,430,616
100,Valentina,373,385
100,Claude,108,82
100,Novaria,288,443
100,Masha,631,637
100,Wanwan,31,85
101,Lapu-Lapu,600,692
101,Chou,430,616
101,Valentina,373,385
101,Claude,108,83
101,Novaria,288,442
101,Masha,631,638
101,Wanwan,31,85
101,Fredrinn,376,620
102,Lapu-Lapu,601,692
102,Chou,430,616
102,Claude,107,83
102,Valentina,373,384
102,Novaria,288,441
102,Masha,632,638
102,Wanwan,32,85
102,Fredrinn,375,620
103,Lapu-Lapu,600,692
103,Chou,429,616
103,Claude,106,84
103,Valentina,373,383
103,Novaria,289,439
103,Masha,633,638
103,Wanwan,32,85
103,Fredrinn,374,620
104,Chou,430,616
104,Lapu-Lapu,599,691
104,Claude,106,84
104,Valentina,373,383
104,Masha,633,640
104,Novaria,289,438
104,Wanwan,31,85
104,Fredrinn,375,620
105,Chou,430,616
105,Claude,105,84
105,Valentina,373,383
105,Lapu-Lapu,598,691
105,Masha,634,640
105,Novaria,288,437
105,Wanwan,31,85
105,Fredrinn,374,620
106,Chou,430,616
106,Claude,105,85
106,Valentina,373,383
106,Masha,635,641
106,Lapu-Lapu,597,690
106,Novaria,287,438
106,Wanwan,31,85
106,Fredrinn,374,620
107,Chou,430,616
107,Claude,104,85
107,Masha,636,642
107,Valentina,373,383
107,Lapu-Lapu,597,690
107,Novaria,287,436
107,Fredrinn,374,620
107,Wanwan,31,84
108,Chou,430,616
108,Masha,637,642
108,Claude,102,86
108,Valentina,373,383
108,Lapu-Lapu,596,689
108,Novaria,287,436
108,Fredrinn,374,620
108,Wanwan,31,84
109,Chou,430,616
109,Masha,636,642
109,Valentina,373,383
109,Claude,102,86
109,Novaria,286,436
109,Lapu-Lapu,596,689
109,Fredrinn,374,620
109,Wanwan,31,84
110,Chou,430,616
110,Masha,636,642
110,Valentina,373,383
110,Claude,101,86
110,Lapu-Lapu,596,689
110,Novaria,287,434
110,Fredrinn,374,620
110,Wanwan,31,84
111,Chou,430,615
111,Masha,636,642
111,Valentina,373,383
111,Claude,100,86
111,Novaria,288,431
111,Lapu-Lapu,597,690
111,Fredrinn,374,620
111,Wanwan,31,84
112,Chou,429,615
112,Masha,636,642
112,Valentina,373,383
112,Claude,100,86
112,Lapu-Lapu,598,690
112,Novaria,289,428
112,Fredrinn,374,620
112,Wanwan,31,84
113,Chou,430,615
113,Masha,637,642
113,Valentina,373,383
113,Claude,100,86
113,Lapu-Lapu,598,690
113,Novaria,290,427
113,Fredrinn,375,621
113,Wanwan,31,84
114,Chou,430,613
114,Masha,637,642
114,Lapu-Lapu,600,690
114,Valentina,373,383
114,Claude,100,86
114,Novaria,290,427
114,Fredrinn,376,620
114,Wanwan,31,84
115,Chou,431,613
115,Lapu-Lapu,600,690
115,Masha,637,642
115,Valentina,373,383
115,Claude,100,86
115,Fredrinn,376,620
115,Novaria,290,427
115,Wanwan,31,84
116,Lapu-Lapu,602,691
116,Chou,432,613
116,Valentina,373,383
116,Masha,637,642
116,Claude,100,86
116,Fredrinn,376,620
116,Novaria,290,427
116,Wanwan,31,85
117,Lapu-Lapu,603,691
117,Valentina,373,383
117,Masha,637,642
117,Claude,100,86
117,Chou,433,612
117,Fredrinn,375,620
117,Novaria,290,426
117,Wanwan,31,85
118,Valentina,373,383
118,Lapu-Lapu,604,691
118,Claude,100,86
118,Masha,637,642
118,Chou,434,611
118,Fredrinn,375,620
118,Novaria,290,426
118,Wanwan,31,85
119,Valentina,373,383
119,Claude,100,86
119,Masha,637,641
119,Lapu-Lapu,605,690
119,Chou,435,611
119,Novaria,291,426
119,Fredrinn,375,621
119,Wanwan,31,85
120,Valentina,373,383
120,Masha,637,642
120,Claude,100,86
120,Lapu-Lapu,605,690
120,Chou,436,610
120,Novaria,291,426
120,Fredrinn,373,620
120,Wanwan,31,85
121,Masha,637,641
121,Valentina,373,383
121,Claude,100,86
121,Lapu-Lapu,605,689
121,Fredrinn,373,620
121,Chou,437,609
121,Novaria,293,426
121,Wanwan,31,85
122,Masha,637,640
122,Claude,100,87
122,Lapu-Lapu,604,689
122,Valentina,374,382
122,Fredrinn,373,620
122,Chou,435,610
122,Novaria,294,426
122,Wanwan,31,85
123,Claude,100,86
123,Masha,637,639
123,Lapu-Lapu,605,688
123,Valentina,374,382
123,Fredrinn,371,620
123,Chou,429,610
123,Novaria,295,426
123,Wanwan,31,84
123,Chou,442,609
124,Claude,99,87
124,Masha,637,640
124,Lapu-Lapu,606,686
124,Valentina,375,380
124,Chou,431,609
124,Fredrinn,372,621
124,Novaria,295,425
124,Chou,442,608
124,Wanwan,31,84
125,Claude,98,88
125,Masha,637,639
125,Valentina,375,379
125,Lapu-Lapu,606,686
125,Chou,439,609
125,Chou,429,609
125,Fredrinn,371,621
125,Novaria,295,424
125,Wanwan,29,85
126,Masha,638,638
126,Claude,98,89
126,Valentina,376,379
126,Lapu-Lapu,606,686
126,Fredrinn,371,621
126,Novaria,296,424
126,Chou,440,608
126,Chou,430,609
126,Wanwan,30,84
127,Claude,98,90
127,Masha,638,637
127,Valentina,376,379
127,Lapu-Lapu,604,684
127,Fredrinn,370,620
127,Novaria,297,424
127,Chou,438,609
127,Chou,428,610
127,Wanwan,28,86
128,Masha,638,636
128,Claude,97,90
128,Fredrinn,369,621
128,Lapu-Lapu,604,684
128,Valentina,375,378
128,Novaria,297,423
128,Wanwan,28,86
128,Chou,429,610
128,Fanny,471,602
129,Masha,639,635
129,Claude,96,91
129,Valentina,376,377
129,Fredrinn,369,620
129,Lapu-Lapu,604,683
129,Novaria,297,421
129,Wanwan,29,85
129,Fanny,469,603
129,Chou,429,611
130,Masha,639,634
130,Fredrinn,368,620
130,Claude,95,92
130,Lapu-Lapu,605,683
130,Valentina,376,377
130,Novaria,297,420
130,Wanwan,28,86
130,Fanny,473,603
131,Masha,640,633
131,Fredrinn,369,620
131,Claude,95,92
131,Lapu-Lapu,605,683
131,Novaria,297,417
131,Valentina,376,376
131,Wanwan,29,86
131,Chou,433,611
131,Fanny,464,604
131,Fanny,474,603
132,Fredrinn,368,620
132,Claude,95,92
132,Novaria,297,416
132,Lapu-Lapu,606,683
132,Masha,641,633
132,Valentina,376,375
132,Wanwan,29,86
132,Fanny,474,604
133,Fredrinn,367,620
133,Claude,95,92
133,Novaria,297,414
133,Valentina,376,375
133,Lapu-Lapu,605,682
133,Masha,642,633
133,Wanwan,29,86
133,Fanny,470,605
133,Chou,433,611
134,Fredrinn,367,620
134,Claude,95,92
134,Valentina,376,375
134,Masha,643,632
134,Novaria,297,414
134,Lapu-Lapu,605,682
134,Wanwan,28,86
134,Chou,449,608
135,Fredrinn,366,619
135,Claude,95,92
135,Valentina,376,375
135,Lapu-Lapu,606,682
135,Novaria,298,412
135,Masha,643,632
135,Wanwan,29,86
135,Chou,450,607
136,Fredrinn,366,619
136,Claude,95,92
136,Valentina,376,375
136,Lapu-Lapu,606,683
136,Masha,643,633
136,Novaria,297,411
136,Chou,449,608
136,Wanwan,29,86
137,Fredrinn,365,618
137,Claude,95,92
137,Valentina,376,375
137,Novaria,298,410
137,Chou,448,607
137,Lapu-Lapu,607,683
137,Masha,643,634
137,Wanwan,29,86
137,Chou,436,607
138,Fredrinn,364,618
138,Chou,445,607
138,Claude,95,92
138,Novaria,299,409
138,Valentina,376,375
138,Lapu-Lapu,606,682
138,Masha,642,635
138,Wanwan,29,86
139,Fredrinn,363,618
139,Novaria,297,407
139,Claude,95,92
139,Chou,443,606
139,Valentina,376,375
139,Lapu-Lapu,606,683
139,Wanwan,29,86
139,Masha,643,636
140,Fredrinn,362,617
140,Novaria,297,407
140,Claude,95,92
140,Chou,443,605
140,Valentina,376,375
140,Lapu-Lapu,604,682
140,Masha,643,637
140,Wanwan,29,87
140,Fanny,483,603
141,Fredrinn,361,617
141,Novaria,297,406
141,Claude,95,92
141,Lapu-Lapu,602,682
141,Chou,436,605
141,Valentina,376,375
141,Masha,643,638
141,Wanwan,29,87
141,Fanny,484,603
142,Fredrinn,360,617
142,Claude,95,92
142,Novaria,297,405
142,Lapu-Lapu,601,681
142,Chou,436,605
142,Valentina,376,375
142,Masha,643,639
142,Wanwan,29,87
142,Fanny,484,602
143,Fredrinn,359,616
143,Claude,95,92
143,Novaria,297,405
143,Lapu-Lapu,600,681
143,Chou,432,606
143,Fanny,484,601
143,Masha,643,640
143,Valentina,377,375
143,Wanwan,29,87
144,Fredrinn,358,616
144,Claude,95,93
144,Chou,431,606
144,Novaria,296,404
144,Lapu-Lapu,598,681
