Frame,Class,X,Y
97,Chou,431,103
97,Masha,629,85
97,Novaria,287,275
97,Valentina,371,331
97,Wanwan,32,635
98,Lapu-Lapu,597,28
98,Claude,110,639
98,Chou,430,103
98,Valentina,373,332
98,Masha,630,84
98,Novaria,287,275
98,Wanwan,31,635
99,Lapu-Lapu,598,28
99,Chou,430,104
99,Claude,109,638
99,Valentina,373,333
99,Novaria,287,276
99,Masha,630,83
99,Wanwan,32,635
100,Lapu-Lapu,599,28
100,Chou,430,104
100,Valentina,373,335
100,Claude,108,638
100,Novaria,288,277
100,Masha,631,83
100,Wanwan,31,635
101,Lapu-Lapu,600,28
101,Chou,430,104
101,Valentina,373,335
101,Claude,108,637
101,Novaria,288,278
101,Masha,631,82
101,Wanwan,31,635
101,Fredrinn,376,100
102,Lapu-Lapu,601,28
102,Chou,430,104
102,Claude,107,637
102,Valentina,373,336
102,Novaria,288,279
102,Masha,632,82
102,Wanwan,32,635
102,Fredrinn,375,100
103,Lapu-Lapu,600,28
103,Chou,429,104
103,Claude,106,636
103,Valentina,373,337
103,Novaria,289,281
103,Masha,633,82
103,Wanwan,32,635
103,Fredrinn,374,100
104,Chou,430,104
104,Lapu-Lapu,599,29
104,Claude,106,636
104,Valentina,373,337
104,Masha,633,80
104,Novaria,289,282
104,Wanwan,31,635
104,Fredrinn,375,100
105,Chou,430,104
105,Claude,105,636
105,Valentina,373,337
105,Lapu-Lapu,598,29
105,Masha,634,80
105,Novaria,288,283
105,Wanwan,31,635
105,Fredrinn,374,100
106,Chou,430,104
106,Claude,105,635
106,Valentina,373,337
106,Masha,635,79
106,Lapu-Lapu,597,30
106,Novaria,287,282
106,Wanwan,31,635
106,Fredrinn,374,100
107,Chou,430,104
107,Claude,104,635
107,Masha,636,78
107,Valentina,373,337
107,Lapu-Lapu,597,30
107,Novaria,287,284
107,Fredrinn,374,100
107,Wanwan,31,636
108,Chou,430,104
108,Masha,637,78
108,Claude,102,634
108,Valentina,373,337
108,Lapu-Lapu,596,31
108,Novaria,287,284
108,Fredrinn,374,100
108,Wanwan,31,636
109,Chou,430,104
109,Masha,636,78
109,Valentina,373,337
109,Claude,102,634
109,Novaria,286,284
109,Lapu-Lapu,596,31
109,Fredrinn,374,100
109,Wanwan,31,636
110,Chou,430,104
110,Masha,636,78
110,Valentina,373,337
110,Claude,101,634
110,Lapu-Lapu,596,31
110,Novaria,287,286
110,Fredrinn,374,100
110,Wanwan,31,636
111,Chou,430,105
111,Masha,636,78
111,Valentina,373,337
111,Claude,100,634
111,Novaria,288,289
111,Lapu-Lapu,597,30
111,Fredrinn,374,100
111,Wanwan,31,636
112,Chou,429,105
112,Masha,636,78
112,Valentina,373,337
112,Claude,100,634
112,Lapu-Lapu,598,30
112,Novaria,289,292
112,Fredrinn,374,100
112,Wanwan,31,636
113,Chou,430,105
113,Masha,637,78
113,Valentina,373,337
113,Claude,100,634
113,Lapu-Lapu,598,30
113,Novaria,290,293
113,Fredrinn,375,99
113,Wanwan,31,636
114,Chou,430,107
114,Masha,637,78
114,Lapu-Lapu,600,30
114,Valentina,373,337
114,Claude,100,634
114,Novaria,290,293
114,Fredrinn,376,100
114,Wanwan,31,636
115,Chou,431,107
115,Lapu-Lapu,600,30
115,Masha,637,78
115,Valentina,373,337
115,Claude,100,634
115,Fredrinn,376,100
115,Novaria,290,293
115,Wanwan,31,636
116,Lapu-Lapu,602,29
116,Chou,432,107
116,Valentina,373,337
116,Masha,637,78
116,Claude,100,634
116,Fredrinn,376,100
116,Novaria,290,293
116,Wanwan,31,635
117,Lapu-Lapu,603,29
117,Valentina,373,337
117,Masha,637,78
117,Claude,100,634
117,Chou,433,108
117,Fredrinn,375,100
117,Novaria,290,294
117,Wanwan,31,635
118,Valentina,373,337
118,Lapu-Lapu,604,29
118,Claude,100,634
118,Masha,637,78
118,Chou,434,109
118,Fredrinn,375,100
118,Novaria,290,294
118,Wanwan,31,635
119,Valentina,373,337
119,Claude,100,634
119,Masha,637,79
119,Lapu-Lapu,605,30
119,Chou,435,109
119,Novaria,291,294
119,Fredrinn,375,99
119,Wanwan,31,635
120,Valentina,373,337
120,Masha,637,78
120,Claude,100,634
120,Lapu-Lapu,605,30
120,Chou,436,110
120,Novaria,291,294
120,Fredrinn,373,100
120,Wanwan,31,635
121,Masha,637,79
121,Valentina,373,337
121,Claude,100,634
121,Lapu-Lapu,605,31
121,Fredrinn,373,100
121,Chou,437,111
121,Novaria,293,294
121,Wanwan,31,635
122,Masha,637,80
122,Claude,100,633
122,Lapu-Lapu,604,31
122,Valentina,374,338
122,Fredrinn,373,100
122,Chou,435,110
122,Novaria,294,294
122,Wanwan,31,635
123,Claude,100,634
123,Masha,637,81
123,Lapu-Lapu,605,32
123,Valentina,374,338
123,Fredrinn,371,100
123,Chou,429,110
123,Novaria,295,294
123,Wanwan,31,636
123,Chou,442,111
124,Claude,99,633
124,Masha,637,80
124,Lapu-Lapu,606,34
124,Valentina,375,340
124,Chou,431,111
124,Fredrinn,372,99
124,Novaria,295,295
124,Chou,442,112
124,Wanwan,31,636
125,Claude,98,632
125,Masha,637,81
125,Valentina,375,341
125,Lapu-Lapu,606,34
125,Chou,439,111
125,Chou,429,111
125,Fredrinn,371,99
125,Novaria,295,296
125,Wanwan,29,635
126,Masha,638,82
126,Claude,98,631
126,Valentina,376,341
126,Lapu-Lapu,606,34
126,Fredrinn,371,99
126,Novaria,296,296
126,Chou,440,112
126,Chou,430,111
126,Wanwan,30,636
127,Claude,98,630
127,Masha,638,83
127,Valentina,376,341
127,Lapu-Lapu,604,36
127,Fredrinn,370,100
127,Novaria,297,296
127,Chou,438,111
127,Chou,428,110
127,Wanwan,28,634
128,Masha,638,84
128,Claude,97,630
128,Fredrinn,369,99
128,Lapu-Lapu,604,36
128,Valentina,375,342
128,Novaria,297,297
128,Wanwan,28,634
128,Chou,429,110
128,Fanny,471,118
129,Masha,639,85
129,Claude,96,629
129,Valentina,376,343
129,Fredrinn,369,100
129,Lapu-Lapu,604,37
129,Novaria,297,299
129,Wanwan,29,635
129,Fanny,469,117
129,Chou,429,109
130,Masha,639,86
130,Fredrinn,368,100
130,Claude,95,628
130,Lapu-Lapu,605,37
130,Valentina,376,343
130,Novaria,297,300
130,Wanwan,28,634
130,Fanny,473,117
131,Masha,640,87
131,Fredrinn,369,100
131,Claude,95,628
131,Lapu-Lapu,605,37
131,Novaria,297,303
131,Valentina,376,344
131,Wanwan,29,634
131,Chou,433,109
131,Fanny,464,116
131,Fanny,474,117
132,Fredrinn,368,100
132,Claude,95,628
132,Novaria,297,304
132,Lapu-Lapu,606,37
132,Masha,641,87
132,Valentina,376,345
132,Wanwan,29,634
132,Fanny,474,116
133,Fredrinn,367,100
133,Claude,95,628
133,Novaria,297,306
133,Valentina,376,345
133,Lapu-Lapu,605,38
133,Masha,642,87
133,Wanwan,29,634
133,Fanny,470,115
133,Chou,433,109
134,Fredrinn,367,100
134,Claude,95,628
134,Valentina,376,345
134,Masha,643,88
134,Novaria,297,306
134,Lapu-Lapu,605,38
134,Wanwan,28,634
134,Chou,449,112
135,Fredrinn,366,101
135,Claude,95,628
135,Valentina,376,345
135,Lapu-Lapu,606,38
135,Novaria,298,308
135,Masha,643,88
135,Wanwan,29,634
135,Chou,450,113
136,Fredrinn,366,101
136,Claude,95,628
136,Valentina,376,345
136,Lapu-Lapu,606,37
136,Masha,643,87
136,Novaria,297,309
136,Chou,449,112
136,Wanwan,29,634
137,Fredrinn,365,102
137,Claude,95,628
137,Valentina,376,345
137,Novaria,298,310
137,Chou,448,113
137,Lapu-Lapu,607,37
137,Masha,643,86
137,Wanwan,29,634
137,Chou,436,113
138,Fredrinn,364,102
138,Chou,445,113
138,Claude,95,628
138,Novaria,299,311
138,Valentina,376,345
138,Lapu-Lapu,606,38
138,Masha,642,85
138,Wanwan,29,634
139,Fredrinn,363,102
139,Novaria,297,313
139,Claude,95,628
139,Chou,443,114
139,Valentina,376,345
139,Lapu-Lapu,606,37
139,Wanwan,29,634
139,Masha,643,84
140,Fredrinn,362,103
140,Novaria,297,313
140,Claude,95,628
140,Chou,443,115
140,Valentina,376,345
140,Lapu-Lapu,604,38
140,Masha,643,83
140,Wanwan,29,633
140,Fanny,483,117
141,Fredrinn,361,103
141,Novaria,297,314
141,Claude,95,628
141,Lapu-Lapu,602,38
141,Chou,436,115
141,Valentina,376,345
141,Masha,643,82
141,Wanwan,29,633
141,Fanny,484,117
142,Fredrinn,360,103
142,Claude,95,628
142,Novaria,297,315
142,Lapu-Lapu,601,39
142,Chou,436,115
142,Valentina,376,345
142,Masha,643,81
142,Wanwan,29,633
142,Fanny,484,118
143,Fredrinn,359,104
143,Claude,95,628
143,Novaria,297,315
143,Lapu-Lapu,600,39
143,Chou,432,114
143,Fanny,484,119
143,Masha,643,80
143,Valentina,377,345
143,Wanwan,29,633
144,Fredrinn,358,104
144,Claude,95,627
144,Chou,431,114
144,Novaria,296,316
144,Lapu-Lapu,598,39
